ESTADO,MESES,INGRESOS,CASA,PRECIO_DISPOSITIVO,PROMEDIO_DURACION_LLAMADA,SATISFACCION,SOBRECARGO,SALDO_RESTANTE,COMPARTIR,LON,LAT
RETIRADO,32,2737417,1207000000,1044284,1.4,6.46596406,357.1417702,20.9,NO,0,0
RETIRADO,35,3558662,330000000,794547,1.9,6.843343353,143.7432999,9.4,NO,0,0
VINCULADO,11,536341,728000000,787008,17.1,4.753725281,0,2.1,NO,0,0
VINCULADO,54,329725,83000000,704615,15.7,4.481287534,4.913875947,18.6,NO,0,0
RETIRADO,40,7719761,1705000000,938268,16.2,6.189226324,169.1399099,64.4,NO,0,0
RETIRADO,51,3312877,908000000,478555,2.1,6.301713054,184.6447673,13.7,NO,0,0
RETIRADO,31,1696563,360000000,668812,14.5,6.056042161,217.5663037,14.1,NO,0,0
VINCULADO,32,7242438,1566000000,345082,19.2,4.88737065,2.498537047,80,NO,0,0
VINCULADO,12,6764105,902000000,452688,1.3,4.93534298,0,83.4,NO,0,0
VINCULADO,6,3660510,1029000000,885197,2,5.745553175,20.61659983,22.1,NO,0,0
RETIRADO,24,7330567,266000000,740728,15,6.845255126,243.0584446,66.9,NO,0,0
VINCULADO,43,872860,598000000,2394806,17.4,4.261340991,0,28.1,NO,0,0
RETIRADO,47,7965953,633000000,596658,16.8,6.641690367,275.3323384,66.2,NO,0,0
VINCULADO,33,7186628,643000000,2056286,17.9,4.815118036,70.81259497,78.2,NO,0,0
VINCULADO,35,7059013,128000000,1064514,14,4.787442113,15.75202552,54,NO,0,0
RETIRADO,14,6671807,624000000,2978277,1.6,6.697915593,284.3363002,77.1,NO,0,0
RETIRADO,4,7356465,1767000000,2373063,1.4,6.657672943,176.6634604,37.1,NO,0,0
RETIRADO,17,3573899,327000000,1007351,0.8,6.577839136,223.0832869,18.9,NO,0,0
VINCULADO,54,7142554,373000000,2728477,16.3,4.280244238,0,73.3,NO,0,0
VINCULADO,17,6840614,457000000,1502124,15.7,4.460387994,54.43782748,67.6,NO,0,0
VINCULADO,21,1289641,558000000,1336863,17.1,4.319549886,12.42895441,20,NO,0,0
RETIRADO,21,7420736,1507000000,403483,1.7,7.178008968,188.3149269,64.5,NO,0,0
RETIRADO,33,6889647,1566000000,451727,15.7,7.391035487,169.4823149,71.3,NO,0,0
RETIRADO,14,892368,84000000,1502433,16.3,7.211180433,139.7681321,12.2,NO,0,0
VINCULADO,21,6596220,249000000,1365340,17.1,4.88400199,6.032378613,57.1,NO,0,0
RETIRADO,19,7168843,902000000,783160,16.6,6.426031909,229.3267863,56.4,NO,0,0
RETIRADO,28,7711906,1683000000,461481,1.8,6.533955668,220.1289862,105.7,NO,0,0
RETIRADO,11,3712851,863000000,1086208,0,7.078949047,241.069629,12.8,NO,0,0
VINCULADO,40,4027071,941000000,1474136,1.9,5.425755346,7.463521491,11.6,NO,0,0
RETIRADO,0,3792852,550000000,437766,0,4.444022914,0,7.1,NO,0,0
RETIRADO,53,1197880,486000000,3537887,15.4,6.96305856,325.8186885,3,NO,0,0
VINCULADO,30,3753552,740000000,1553351,0.9,4.405720746,0,13.4,NO,0,0
RETIRADO,30,3842207,85000000,1240712,2.4,7.030222165,306.4574978,12.4,NO,0,0
VINCULADO,52,7230186,461000000,1623320,16.8,4.951503043,49.91791323,69.2,NO,0,0
VINCULADO,47,7541776,85000000,645942,14.6,5.963390821,126.9489219,90.7,NO,0,0
VINCULADO,39,6249325,82000000,1349932,2.1,4.817614174,9.945736695,64.5,NO,0,0
RETIRADO,34,3365568,725000000,1746734,1.1,6.713867789,221.2577469,18.2,NO,0,0
VINCULADO,0,6347315,812000000,1449971,17.5,4.742671791,0,67,NO,0,0
RETIRADO,0,7965977,890000000,2010114,2.1,6.336249471,158.1477287,85.6,NO,0,0
VINCULADO,7,2875558,699000000,1333584,1.7,4.907910797,0,27.7,SI,-74.19755474,4.610870457
VINCULADO,44,6523988,825000000,1361156,0.9,4.526180232,23.91206962,77.4,NO,0,0
VINCULADO,6,935464,191000000,863151,16.6,5.06573967,18.01990963,17.8,NO,0,0
RETIRADO,35,7487738,786000000,2496313,15.6,6.328844165,184.838885,92.1,NO,0,0
RETIRADO,20,809900,433000000,983754,16.1,7.325411038,212.5875106,9.8,NO,0,0
VINCULADO,31,1323550,267000000,330866,16.7,4.46938583,0,15.8,NO,0,0
VINCULADO,47,899779,214000000,281332,16.4,5.405264583,0,11.9,NO,0,0
VINCULADO,35,7466650,296000000,1070912,16.2,4.852694643,0,58.9,NO,0,0
RETIRADO,35,6889224,940000000,1525139,17,6.623052038,208.9137094,45.7,NO,0,0
RETIRADO,32,7949277,252000000,901998,16.5,5.993015108,204.2649059,68.8,NO,0,0
RETIRADO,25,7255916,583000000,2005118,15.4,7.255044422,225.3986753,76.7,NO,0,0
VINCULADO,21,1396570,310000000,2858736,16.7,3.579020479,12.14124749,19.7,NO,0,0
RETIRADO,25,7537968,483000000,435092,2.6,6.688459825,165.3432268,67.8,NO,0,0
RETIRADO,26,7425929,1511000000,2132464,15.3,7.244090167,177.3873331,65.4,NO,0,0
RETIRADO,28,3099911,698000000,419913,3.2,7.054205741,208.9651588,14.7,NO,0,0
RETIRADO,24,7038566,822000000,1337477,15.4,6.787722967,159.7734262,85.6,NO,0,0
VINCULADO,28,7387073,690000000,324447,16.4,3.979532206,0,85.6,NO,0,0
VINCULADO,32,6082791,375000000,1404281,16.4,4.184086045,51.69009045,77.4,NO,0,0
RETIRADO,9,7006612,361000000,362308,18.2,6.865882234,173.2496876,70.2,NO,0,0
RETIRADO,22,745179,1015000000,1678291,14.8,7.032719223,196.7159604,22.5,NO,0,0
VINCULADO,45,150000,402000000,935879,16.7,3.944521624,31.50314376,3.3,NO,0,0
RETIRADO,27,1031851,894000000,1575673,15.1,6.491123632,142.0925129,17.7,NO,0,0
RETIRADO,36,3004401,879000000,1007533,2,6.646990305,207.8030785,7.4,NO,0,0
VINCULADO,6,7161401,307000000,723902,3.2,4.207700427,28.25652699,82,NO,0,0
VINCULADO,13,2619324,523000000,1063892,1.5,5.622645628,31.76985474,18.2,NO,0,0
VINCULADO,38,7135796,799000000,983569,0.5,4.392279055,59.54160303,60.5,NO,0,0
RETIRADO,34,1171966,243000000,1220327,16.1,6.98624571,179.0029503,22.9,NO,0,0
VINCULADO,31,7038917,271000000,403485,2.5,4.745262257,0,63.2,NO,0,0
RETIRADO,27,7309510,575000000,1160454,16.7,6.427108267,163.860942,74,NO,0,0
RETIRADO,30,7134982,862000000,365681,1.5,6.618782673,191.2006756,42.5,NO,0,0
RETIRADO,37,1079429,577000000,657777,15,7.300334732,154.6575973,6,NO,0,0
VINCULADO,27,7206736,1537000000,2065666,1,4.783438052,9.609710555,97,NO,0,0
RETIRADO,40,7718074,643000000,1378575,2.1,7.090303751,145.3673505,56.9,NO,0,0
RETIRADO,20,2152961,415000000,1198367,1.9,7.184219035,137.4992394,20.9,NO,0,0
RETIRADO,7,7011202,1053000000,378522,15.7,6.605790746,228.674434,71.8,NO,0,0
VINCULADO,25,7893119,1057000000,2273112,16,4.130137693,0,66.7,NO,0,0
RETIRADO,21,3048626,618000000,400780,1.6,6.391025004,111.5707957,19.7,NO,0,0
VINCULADO,36,8186670,206000000,1987756,16.4,5.443022582,10.21830601,87.3,NO,0,0
RETIRADO,45,7506636,196000000,1053858,17.1,5.221578205,0,59.8,NO,0,0
VINCULADO,30,7753809,278000000,2113668,2.1,4.944543648,0,94.8,NO,0,0
RETIRADO,25,7788973,772000000,534376,15.6,6.595557875,186.0571349,46,NO,0,0
RETIRADO,16,7472987,358000000,730497,16.3,7.144765912,174.8672709,88.1,NO,0,0
RETIRADO,24,649258,222000000,470669,14.6,6.522788313,241.3845321,19.9,NO,0,0
RETIRADO,26,2696263,1271000000,1558879,3,7.082347415,280.2059644,5.3,NO,0,0
VINCULADO,15,7153682,628000000,2169944,14.8,3.379094639,18.71973227,89.7,NO,0,0
VINCULADO,31,7601749,1584000000,2140976,18,4.60303236,0,86.8,NO,0,0
VINCULADO,35,8268575,568000000,1231386,2.8,6.590344355,239.8000882,73.7,NO,0,0
RETIRADO,32,828777,472000000,452854,16.2,6.899583942,201.0361065,17.9,NO,0,0
RETIRADO,39,7845235,82000000,1604501,1.3,7.02360175,168.8744019,89.5,NO,0,0
RETIRADO,16,3890789,865000000,309265,3.5,6.770157774,187.4988892,1.8,NO,0,0
RETIRADO,0,7861789,519000000,1583452,1,6.759208425,210.4771416,100.3,NO,0,0
VINCULADO,33,7242724,449000000,577955,16.7,5.204466555,40.45534395,61,NO,0,0
RETIRADO,14,3467137,808000000,2123571,1.4,4.959265654,0,18.9,NO,0,0
VINCULADO,20,7861196,371000000,397253,15.4,5.113020321,0,93.3,NO,0,0
VINCULADO,32,1239284,562000000,840313,16,4.483909993,65.61085652,25.9,NO,0,0
VINCULADO,7,7225397,1466000000,1715152,2.4,4.466690756,17.14905032,73.9,NO,0,0
RETIRADO,18,7810695,245000000,1998964,13.9,6.721579846,149.3037786,77.6,NO,0,0
VINCULADO,32,3210469,652000000,1010262,1.5,4.834144207,77.66189938,27.9,NO,0,0
RETIRADO,8,3816942,796000000,1426389,1.3,6.879174673,169.2164505,13.6,NO,0,0
VINCULADO,41,1893753,451000000,2598328,17.3,4.814303966,49.42612462,36.2,SI,-74.0853587,4.568017541
RETIRADO,21,7043832,105000000,418386,14.5,6.878702903,272.5576823,74.7,NO,0,0
VINCULADO,26,7623983,1743000000,1723244,2.6,7.047062353,163.7759331,49.5,NO,0,0
RETIRADO,7,7509443,385000000,997916,15.8,7.046607641,217.0831342,44.2,NO,0,0
RETIRADO,17,150000,85000000,732097,16.4,6.317302787,223.1773137,27.2,NO,0,0
RETIRADO,20,7352812,1528000000,2565685,16.6,5.193379151,75.2511179,66.2,NO,0,0
VINCULADO,43,624169,904000000,2037226,15.3,7.008783266,195.4701153,18.1,NO,0,0
VINCULADO,30,7738047,542000000,366667,14.4,5.030210266,48.51124374,60.3,NO,0,0
VINCULADO,43,962617,193000000,1193603,16,4.408652931,57.88925405,9.2,NO,0,0
RETIRADO,8,6774993,83000000,372753,1.6,6.729648427,182.2160789,69.4,NO,0,0
RETIRADO,54,8256524,624000000,1367225,1.3,6.694496019,138.0657744,95.7,NO,0,0
VINCULADO,45,3145098,999000000,2597261,1.8,4.137912416,48.01524787,3.8,SI,-74.15055813,4.566286304
RETIRADO,16,1585937,323000000,1707967,15.5,7.557157966,234.5207551,29.6,SI,-74.1544523,4.561886078
RETIRADO,19,7310061,1537000000,1244807,3.1,6.907107673,165.8690134,75.9,NO,0,0
VINCULADO,38,848045,742000000,1131623,14.6,4.488462153,0,12.6,NO,0,0
RETIRADO,2,6491922,1465000000,1530974,1.4,7.263527801,201.8063013,60.3,NO,0,0
RETIRADO,34,7853852,423000000,393568,15.9,6.755271461,98.63032708,79,NO,0,0
VINCULADO,44,7186849,609000000,2003780,1.7,4.63032085,22.35214395,78.9,NO,0,0
VINCULADO,15,7575282,1688000000,747234,16.1,7.327561049,170.3487839,67.4,NO,0,0
VINCULADO,31,1167479,1224000000,3125064,14,5.470844735,23.70076127,21,SI,-74.12315227,4.553306187
RETIRADO,52,6850670,333000000,1924718,3.1,6.52442101,342.0622682,46.1,NO,0,0
VINCULADO,19,1343508,281000000,1758184,15.3,4.807819255,0,18.9,NO,0,0
RETIRADO,21,7524548,1757000000,376184,2.1,6.498415814,199.3246436,78.4,NO,0,0
VINCULADO,33,6732262,1621000000,2467869,2.1,4.721010053,0.678778862,41.7,NO,0,0
RETIRADO,11,3623413,522000000,737460,2.6,6.10699984,156.8235913,3.6,NO,0,0
VINCULADO,48,7215503,1222000000,701056,16.1,5.4788962,55.85894443,65,SI,-74.10182369,4.693524235
RETIRADO,18,7828547,1588000000,3821237,1.3,6.885244907,200.5000602,78.9,NO,0,0
VINCULADO,21,7975074,1647000000,661765,15.5,4.413322818,0,70.6,NO,0,0
RETIRADO,29,7308997,1718000000,903573,16.3,7.063332791,236.3323934,54.9,NO,0,0
VINCULADO,0,7312786,348000000,1479539,1.4,6.517624807,193.5936477,72.6,NO,0,0
VINCULADO,0,1815798,891000000,354875,16.1,5.031276078,40.88126068,20.8,NO,0,0
RETIRADO,42,8322347,508000000,909753,16.2,6.569499814,110.5816702,41.9,NO,0,0
VINCULADO,26,2931424,455000000,964097,1.4,3.839900741,52.51787763,21.2,NO,0,0
RETIRADO,5,1424616,953000000,705047,17.2,6.787012278,233.496653,20.3,NO,0,0
RETIRADO,37,3827392,973000000,456725,2.1,7.087815645,195.4305663,9.1,NO,0,0
RETIRADO,24,8462832,111000000,333289,2.9,6.508322774,214.306687,76.2,NO,0,0
VINCULADO,59,5999819,1266000000,1756374,15.5,4.000250315,71.71665467,46.9,NO,0,0
RETIRADO,16,6978397,1555000000,1636975,16.1,6.576135411,133.8928069,64.9,NO,0,0
RETIRADO,40,481889,111000000,1721642,15.7,7.309968916,149.4581895,21.2,NO,0,0
RETIRADO,38,4475236,499000000,366222,0,6.56013678,139.8248978,14.3,NO,0,0
RETIRADO,10,1332536,86000000,1168558,16.7,6.531638908,197.873847,14.4,NO,0,0
RETIRADO,15,1367888,1072000000,1072674,16.2,7.372164128,89.92122336,13,SI,-74.08581996,4.551270387
VINCULADO,29,7193759,671000000,1481681,2.5,5.672964848,0.876552749,100,NO,0,0
RETIRADO,14,7992838,902000000,1643641,2.2,6.805852427,209.6500414,54.9,NO,0,0
RETIRADO,31,765980,775000000,2384556,17.2,6.652602581,227.3358831,21.5,NO,0,0
VINCULADO,22,7182724,1736000000,651274,1.5,5.369606428,57.00480499,9.5,NO,0,0
VINCULADO,30,7254078,1765000000,1738865,15.9,4.311828872,14.4859693,93.5,NO,0,0
VINCULADO,25,7003632,1714000000,3242333,16.7,5.560947099,73.65279303,58.5,NO,0,0
RETIRADO,38,1812977,412000000,1524566,17.7,7.039764858,126.3739975,18.2,NO,0,0
RETIRADO,18,3311031,695000000,1502039,1.7,7.099756048,270.9914116,16.1,NO,0,0
RETIRADO,0,8319519,2026000000,1886583,17.1,7.176259419,159.1300461,66.4,NO,0,0
VINCULADO,37,3662685,728000000,997197,2.2,4.993805013,40.10107237,10.9,NO,0,0
VINCULADO,60,1009367,482000000,1513001,16.3,4.611682387,0,31.1,NO,0,0
VINCULADO,29,6904399,546000000,318198,16.3,5.453425384,0,59.3,NO,0,0
VINCULADO,22,1111216,215000000,909335,17.7,4.566133076,97.63597167,0,NO,0,0
VINCULADO,32,3977145,84000000,1682677,1.3,5.276176389,14.26751558,4.4,NO,0,0
RETIRADO,19,7891610,1627000000,933106,14.6,6.944191141,135.9734378,57.5,NO,0,0
RETIRADO,11,3683518,678000000,3144620,0.6,6.166533459,145.9169613,1.3,NO,0,0
RETIRADO,29,3141660,684000000,1647650,0,7.172186658,254.2959974,19.6,NO,0,0
VINCULADO,23,206678,939000000,912933,16.7,5.085788246,17.33429849,17.6,NO,0,0
VINCULADO,0,7059559,401000000,1932471,16.2,4.591692815,19.7818138,58.2,NO,0,0
RETIRADO,18,8215799,1792000000,1970035,17.5,7.049770917,164.4235323,69.8,NO,0,0
RETIRADO,13,7021296,481000000,1364571,15.8,6.477836653,203.8430619,61,NO,0,0
VINCULADO,7,6869051,1098000000,457520,16.4,4.965943067,14.32265,61.2,NO,0,0
VINCULADO,43,8012136,827000000,1895165,1,6.5769887,273.4216894,42.7,NO,0,0
RETIRADO,33,6656537,182000000,1298029,17.4,6.798793162,213.717001,69.6,NO,0,0
RETIRADO,46,6230825,486000000,1238863,16.2,6.463826798,388.8234386,70.8,NO,0,0
VINCULADO,30,4161299,566000000,904178,4,6.756515564,228.1365827,16,NO,0,0
RETIRADO,21,7636187,467000000,1351760,17.6,7.663908627,155.4165301,66.8,NO,0,0
RETIRADO,17,1315870,297000000,3308360,17.1,7.02702663,137.7932999,22.8,NO,0,0
VINCULADO,44,3155196,656000000,2126226,1.8,4.52516217,0,0,NO,0,0
RETIRADO,15,6990934,1118000000,2698057,2.7,4.825413262,27.81284521,96,NO,0,0
RETIRADO,29,6995408,349000000,1115195,16.4,6.02636653,273.4336182,70,NO,0,0
RETIRADO,34,3598350,493000000,2617168,2,4.45182772,68.06437838,17.8,NO,0,0
RETIRADO,31,1266296,1198000000,1148612,17,7.082905998,156.9801549,4.1,NO,0,0
VINCULADO,27,6056632,1409000000,2049966,15.9,5.090390054,0,48.6,NO,0,0
RETIRADO,53,6740371,1425000000,1841200,15.2,6.894143176,206.9276353,41.7,NO,0,0
VINCULADO,18,2905390,714000000,996293,0.8,4.54964467,99.38632962,7.6,NO,0,0
VINCULADO,48,3933785,873000000,1781232,2.3,3.979141255,18.13705633,6.8,SI,-74.09951139,4.746397466
RETIRADO,5,4300708,886000000,436694,4.2,7.232057345,213.7829292,4.7,NO,0,0
VINCULADO,43,3241768,990000000,974254,3.3,4.705488549,61.22045144,16.9,NO,0,0
RETIRADO,15,7729730,1815000000,1269650,15.3,7.514188423,188.2204928,96.4,NO,0,0
VINCULADO,40,7418520,806000000,346547,2.5,6.981122515,234.5373981,61.5,NO,0,0
VINCULADO,3,4051548,844000000,1213641,1.1,4.678068913,35.43997999,30.8,NO,0,0
RETIRADO,25,7495298,490000000,1639811,3.1,7.502993076,142.8155568,84,NO,0,0
RETIRADO,24,7562591,752000000,993884,3.6,7.071594084,170.523717,68.9,NO,0,0
VINCULADO,19,7367158,250000000,1404255,16.1,4.548997858,0,38.4,NO,0,0
RETIRADO,37,6390919,471000000,1510593,2.7,6.855699521,226.4626087,55.2,NO,0,0
VINCULADO,7,8277473,375000000,385360,17,4.068811853,7.642465654,97,NO,0,0
VINCULADO,11,4153720,639000000,376533,1.2,6.478047843,321.1999926,25.4,NO,0,0
VINCULADO,10,7797926,1658000000,2048835,17.1,4.342573227,36.98924891,68.2,NO,0,0
RETIRADO,5,4148951,848000000,1147825,2.9,6.908584358,251.4637886,11.2,NO,0,0
VINCULADO,38,6463465,364000000,717093,15.7,3.852817684,30.4159601,83.8,NO,0,0
RETIRADO,12,1329141,83000000,910520,15.2,6.640542067,126.2864592,29,NO,0,0
RETIRADO,43,246941,785000000,870084,17.1,6.907756326,179.8895761,25.4,NO,0,0
VINCULADO,15,7871696,422000000,725121,2,5.226811581,27.31270021,57.8,NO,0,0
VINCULADO,31,7959006,1766000000,2012192,1.8,4.857248375,51.73001484,86.6,NO,0,0
VINCULADO,33,1767531,604000000,845299,16,4.437298372,0.307174018,15.8,NO,0,0
VINCULADO,23,7447968,1574000000,1050267,14.4,4.271691738,33.07618563,78.6,NO,0,0
VINCULADO,11,662583,414000000,935615,14,4.434077473,36.70904696,18.5,NO,0,0
RETIRADO,12,7473665,286000000,1639593,2.1,7.177280424,243.0401678,94,NO,0,0
RETIRADO,29,3479219,85000000,393658,1.8,7.07953991,104.6395856,0,NO,0,0
VINCULADO,43,3942956,600000000,579669,2.2,6.526618941,183.9897224,14.6,NO,0,0
RETIRADO,19,7839419,914000000,450143,2.6,7.239610788,131.7386919,94.1,NO,0,0
RETIRADO,25,6561053,1497000000,593758,16.5,6.664076199,217.1911254,58.4,NO,0,0
VINCULADO,19,7168618,1560000000,1669721,16.7,4.672794544,15.00395093,43.6,NO,0,0
VINCULADO,13,1444105,728000000,445330,16.1,4.583016226,26.48693673,14.5,NO,0,0
VINCULADO,49,746500,420000000,926461,15.8,5.568608294,51.99512926,5.6,NO,0,0
RETIRADO,41,3800882,782000000,924868,2.9,6.208157545,199.7185795,16.5,NO,0,0
RETIRADO,11,444679,667000000,1243682,15.2,6.711178401,65.30996726,14.6,NO,0,0
RETIRADO,30,2982943,151000000,332393,0.1,6.341817361,163.8341123,25.3,NO,0,0
RETIRADO,26,2809001,932000000,708001,2.3,7.642097018,181.623854,10.7,NO,0,0
RETIRADO,20,7374440,117000000,1535214,0.7,4.583774447,9.659040599,53.3,NO,0,0
RETIRADO,22,4720931,510000000,656682,1.2,7.04208688,287.4326347,30.3,NO,0,0
VINCULADO,2,793508,180000000,1549614,16.7,6.759619497,233.7088277,7.8,NO,0,0
RETIRADO,16,7975480,1871000000,2407275,15,4.882951508,28.92031702,57.6,NO,0,0
VINCULADO,20,3809506,906000000,2081235,1.5,4.026309065,0,11.6,NO,0,0
VINCULADO,48,275476,592000000,691313,17.5,5.57450504,65.58342999,18.9,NO,0,0
RETIRADO,5,6618212,684000000,1277501,2,4.652732332,20.15617136,68.8,NO,0,0
RETIRADO,25,7030077,623000000,1985500,16.3,6.135400881,208.5786268,89.8,NO,0,0
RETIRADO,0,3482060,731000000,1237520,0.6,6.205746852,290.7462763,8.9,NO,0,0
RETIRADO,9,7115190,731000000,1633589,14,7.199500611,242.5429768,81.1,NO,0,0
VINCULADO,19,7217441,1568000000,2076396,15.9,5.099974258,12.80804556,58.3,NO,0,0
RETIRADO,40,6102451,836000000,475665,16.6,6.440493995,107.5150972,67.2,NO,0,0
VINCULADO,21,7279187,1629000000,2120853,16.9,4.45314757,0,74.8,NO,0,0
VINCULADO,24,1153713,566000000,378383,15.7,4.335963076,14.26327073,5.2,NO,0,0
RETIRADO,36,461311,91000000,422878,18,7.009348478,264.3324347,19.2,NO,0,0
VINCULADO,17,4451992,997000000,1486467,2.4,4.569182038,11.99915045,28.6,NO,0,0
RETIRADO,6,8267490,180000000,1698696,16.8,6.722043934,201.7406515,63.1,NO,0,0
RETIRADO,34,1519112,310000000,578099,15.5,6.473402803,233.0034708,11.7,NO,0,0
VINCULADO,0,6823369,465000000,1443014,2.2,5.300484453,114.3515097,37.3,NO,0,0
VINCULADO,20,2810387,468000000,519741,2.5,4.855619124,22.9151302,6.9,NO,0,0
RETIRADO,37,6326919,305000000,535160,0.7,6.20255803,294.1430746,74.8,NO,0,0
RETIRADO,0,7308479,1756000000,872684,14.6,7.036290751,192.5847611,76.2,NO,0,0
RETIRADO,35,7719408,663000000,830340,15.5,6.996934836,346.9884345,83.9,NO,0,0
RETIRADO,26,6812727,1549000000,2136312,1.6,6.478909192,325.2551658,64.9,NO,0,0
VINCULADO,41,3285422,632000000,1133347,2.6,4.452206492,39.80338985,13,NO,0,0
RETIRADO,0,1060296,218000000,929711,16.2,6.453019207,217.9419827,5.5,NO,0,0
RETIRADO,22,1217975,487000000,1259888,16,5.48369535,23.85240345,17,NO,0,0
VINCULADO,34,6713757,855000000,547272,1.2,6.942826289,229.6345458,70.3,NO,0,0
VINCULADO,32,1901311,952000000,1734252,16.1,4.259646846,0,12.9,NO,0,0
VINCULADO,24,4467652,674000000,1817745,2.1,5.61473355,0,20.6,NO,0,0
RETIRADO,53,380582,810000000,347665,16.5,7.068397878,196.7141463,25.8,NO,0,0
VINCULADO,7,1351433,1028000000,798099,14.8,4.828668412,18.38114282,15.5,SI,-74.14697668,4.627435461
VINCULADO,23,7600514,1713000000,576245,2.3,4.643858014,75.71664655,73.2,NO,0,0
VINCULADO,17,3494859,558000000,2614822,0.3,4.209775472,0,21.8,NO,0,0
VINCULADO,8,3375070,756000000,1290523,1.8,4.300782346,0,24.3,NO,0,0
RETIRADO,7,3151289,581000000,1710925,1.9,6.397923737,214.726031,17.7,NO,0,0
VINCULADO,27,3304208,737000000,1709641,2.6,5.406674146,0,10.7,NO,0,0
VINCULADO,30,7222285,1510000000,825243,0.9,4.366651181,38.67119371,45.1,NO,0,0
RETIRADO,29,6786180,180000000,1842531,1.7,6.989323994,214.7527596,62,NO,0,0
VINCULADO,31,3477140,658000000,1468943,1.2,5.488784178,46.37240962,17,NO,0,0
RETIRADO,47,2812472,619000000,578937,2.4,6.772490987,105.6034885,33.4,NO,0,0
RETIRADO,10,8139213,84000000,380546,1.2,6.993777887,218.0969572,53.7,NO,0,0
RETIRADO,20,2471030,824000000,645510,0.9,6.692085408,93.15531775,17.1,NO,0,0
VINCULADO,24,1203267,325000000,2358259,18.1,6.984162954,190.5484191,14,NO,0,0
RETIRADO,0,2886745,617000000,629229,0.5,6.668252118,199.8375127,15.1,SI,-74.16788333,4.641675082
VINCULADO,9,8324843,399000000,1226486,3.3,4.981938424,0,45.2,NO,0,0
VINCULADO,47,7204674,746000000,971175,2.6,5.262508403,0,55.5,NO,0,0
VINCULADO,37,6813923,183000000,622975,3.6,4.983986999,23.12603789,69,NO,0,0
RETIRADO,51,6749905,1538000000,1959558,14.7,6.26162694,183.987282,92.5,NO,0,0
VINCULADO,18,7593233,514000000,291283,17.2,3.539645754,0,74,NO,0,0
VINCULADO,18,4035522,823000000,772181,2.4,6.363345796,144.4243405,17.7,NO,0,0
VINCULADO,25,7961778,718000000,2625494,2.8,4.793827372,36.42699703,76.2,NO,0,0
RETIRADO,9,3884247,839000000,284741,1.4,6.608872776,294.3521272,9.4,NO,0,0
VINCULADO,20,8186970,768000000,1638985,15.4,4.908136418,25.01870558,102.9,NO,0,0
VINCULADO,12,3393058,711000000,1112636,3.6,4.812367078,14.90808851,11.5,NO,0,0
VINCULADO,31,6195079,86000000,906169,0,4.303022467,18.70685677,99.6,SI,-74.10611215,4.751183781
RETIRADO,26,1064898,85000000,2289269,16.3,6.6140645,173.7107092,13.6,NO,0,0
VINCULADO,16,7297870,1278000000,703778,2.6,7.150868928,219.7800106,76.4,NO,0,0
VINCULADO,30,6888285,810000000,1863457,3.3,4.144470888,32.63337277,52.7,NO,0,0
RETIRADO,17,8273972,2012000000,1673346,16.1,6.613445961,297.0825947,83.9,NO,0,0
RETIRADO,45,6373770,1459000000,2600878,0,6.818474641,212.6820338,45.6,NO,0,0
RETIRADO,5,6988008,1038000000,1987463,2.8,6.657258811,146.6724115,46.8,NO,0,0
VINCULADO,7,3342360,813000000,2495304,1.9,4.709293182,16.3993267,26.6,NO,0,0
VINCULADO,42,8066498,983000000,917925,16.1,2.784777927,0,66,NO,0,0
VINCULADO,30,7499002,1533000000,921454,16,4.887463392,0,50.9,NO,0,0
VINCULADO,7,7754276,1886000000,1424697,4.5,3.929270044,0,75.4,NO,0,0
RETIRADO,44,746850,684000000,1062775,15.7,4.958435255,0,19.6,NO,0,0
RETIRADO,28,7789834,1830000000,1479476,16.6,7.018373488,254.2379383,74.7,NO,0,0
VINCULADO,13,4454372,375000000,366640,1.1,4.736334214,0,15,NO,0,0
RETIRADO,17,627965,564000000,529778,15.9,7.065791266,200.3325769,28,NO,0,0
VINCULADO,15,2443528,168000000,358928,1.1,4.878880121,25.63477042,17,NO,0,0
RETIRADO,18,7357045,1638000000,1802401,1.6,6.140605456,222.2622101,72.2,NO,0,0
RETIRADO,19,6261765,83000000,1683276,16.1,6.052846457,279.6442943,86.4,NO,0,0
VINCULADO,9,7333220,1658000000,318622,15.3,4.90180932,17.86623714,65,NO,0,0
VINCULADO,10,4608601,84000000,385016,1.8,5.009096967,30.92439831,6.8,NO,0,0
VINCULADO,38,333980,87000000,478109,16.1,4.32336125,21.86730861,0,NO,0,0
RETIRADO,8,581693,133000000,2899916,16.5,6.611341617,247.1578745,3.8,NO,0,0
VINCULADO,13,7275041,766000000,368545,15.6,4.706553082,0.919139905,62.1,NO,0,0
RETIRADO,32,6822457,1050000000,383736,1.9,6.5387119,132.7244705,74.7,NO,0,0
